post_row_id,source_row_number,post_id,source_platform,platform,country,region,content_key,main_hashtag,post_published_at,post_date,published_day_of_week,published_day_sort,published_month,post_hour,published_hour_bucket,engagement_level,content_type,promotion_type,content_category,post_type,engagement,views,likes,shares,comments,engagement_rate,impressions,video_views,live_stream_views,clicks,click_through_rate,reach_efficiency,click_efficiency,view_efficiency,video_view_share,live_stream_view_share,is_click_trackable,is_video_post,is_live_stream_post,is_challenge_scope,scope_segment,longitude,latitude
post_row_1,1,Post_1,TikTok,TikTok,UK,Europe,Organic | Organic | Product Promotion | Video,#FeatureHighlight,2024-03-14 15:42:00,2024-03-14,Thursday,4,2024-03,15,14:00-15:59,Low,Organic,Organic,Product Promotion,Video,54510,599342,125741,35920,15727,0.09095056986556643,677975,465645,0,16813.0,0.0248,0.08040119473431911,0.024798849515100113,0.8840178472657546,0.7769270299762072,0.0,True,True,False,False,Full Workbook Only,-3.436,55.3781
post_row_1054,1054,Post_1064,X.com,X (Twitter),UK,Europe,Organic | Organic | Educational | Video,#CustomerStory,2025-02-16 17:20:00,2025-02-16,Sunday,7,2025-02,17,16:00-17:59,High,Organic,Organic,Educational,Video,361383,1774650,351100,89193,77803,0.2036365590246724,1990252,1774650,0,,,0.18157650387991067,,0.8916710044758152,1.0,0.0,False,True,False,False,Full Workbook Only,-3.436,55.3781
post_row_1055,1055,Post_1065,Instagram,Instagram,India,APAC,Organic | Organic | Educational | Image,#SuccessStory,2024-09-26 17:58:00,2024-09-26,Thursday,4,2024-09,17,16:00-17:59,High,Organic,Organic,Educational,Image,72946,329185,82264,13355,10075,0.2215976355876462,405744,0,0,,,0.17978331164478095,,0.8113120588351276,0.0,0.0,False,False,False,False,Full Workbook Only,78.9629,20.5937
post_row_1056,1056,Post_1066,TikTok,TikTok,Australia,APAC,Organic | Organic | Product Promotion | Video,#ProductDemo,2024-02-02 15:08:00,2024-02-02,Friday,5,2024-02,15,14:00-15:59,Medium,Organic,Organic,Product Promotion,Video,162972,1572019,384857,119144,63061,0.1036709884030044,1979206,1572019,0,22562.0,0.0114,0.08234211092731125,0.011399520817944165,0.7942674991890687,1.0,0.0,True,True,False,False,Full Workbook Only,133.7751,-25.2744
post_row_1057,1057,Post_1067,X.com,X (Twitter),USA,North America,Organic | Organic | Educational | Image,#SuccessStory,2025-03-28 12:56:00,2025-03-28,Friday,5,2025-03,12,12:00-13:59,Medium,Organic,Organic,Educational,Image,30836,190358,26794,13476,6687,0.1619904967115776,212759,0,0,,,0.1449339393398164,,0.8947118570777265,0.0,0.0,False,False,False,False,Full Workbook Only,-95.7129,37.0902
post_row_1058,1058,Post_1068,YouTube,YouTube,Brazil,Latin America,Sponsored | Paid/Promoted | Educational | Video,#CustomerStory,2024-10-23 13:24:00,2024-10-23,Wednesday,3,2024-10,13,12:00-13:59,Medium,Sponsored,Paid/Promoted,Educational,Video,34443,220081,33305,17401,9944,0.1565036879726385,260406,196636,0,,,0.13226653763738164,,0.8451456571661176,0.8934710402079235,0.0,False,True,False,False,Full Workbook Only,-51.9253,-14.235
post_row_1059,1059,Post_1069,TikTok,TikTok,Japan,APAC,Organic | Organic | Educational | Video,#SuccessStory,2024-06-28 15:33:00,2024-06-28,Friday,5,2024-06,15,14:00-15:59,High,Organic,Organic,Educational,Video,42742,193360,21368,6348,4798,0.2210496599134344,235155,190222,0,5361.0,0.0228,0.18176096617124876,0.02279772915736429,0.8222661648699794,0.9837712039718659,0.0,True,True,False,True,Challenge Scope,138.2529,36.2048
post_row_1060,1060,Post_1070,YouTube,YouTube,Canada,North America,Organic | Organic | Product Promotion | Video,#ProductDemo,2024-11-03 14:46:00,2024-11-03,Sunday,7,2024-11,14,14:00-15:59,Medium,Organic,Organic,Product Promotion,Video,96486,666323,159460,36539,35793,0.1448043050440938,792376,602925,0,,,0.12176794854967843,,0.8409176956394439,0.9048539522123654,0.0,False,True,False,False,Full Workbook Only,-106.3468,56.1304
post_row_1061,1061,Post_1071,X.com,X (Twitter),Brazil,Latin America,Organic | Organic | Educational | Text,#SuccessStory,2024-08-23 09:40:00,2024-08-23,Friday,5,2024-08,9,08:00-09:59,Medium,Organic,Organic,Educational,Text,66370,352151,44404,16924,16020,0.1884704447008921,392345,0,0,,,0.16916234436529076,,0.8975544482534504,0.0,0.0,False,False,False,False,Full Workbook Only,-51.9253,-14.235
post_row_1062,1062,Post_1072,X.com,X (Twitter),Brazil,Latin America,Organic | Organic | Educational | Video,#CustomerStory,2024-09-16 17:33:00,2024-09-16,Monday,1,2024-09,17,16:00-17:59,Medium,Organic,Organic,Educational,Video,414122,2689186,414755,152584,160945,0.1539953463219391,3213326,2689186,0,,,0.12887643519518405,,0.8368855198632196,1.0,0.0,False,True,False,False,Full Workbook Only,-51.9253,-14.235
post_row_1063,1063,Post_1073,TikTok,TikTok,Germany,Europe,Organic | Organic | Product Promotion | Live Stream,#ProductDemo,2024-04-29 10:13:00,2024-04-29,Monday,1,2024-04,10,10:00-11:59,Low,Organic,Organic,Product Promotion,Live Stream,166014,1791841,393234,107099,99382,0.09265024880530354,2118293,0,201076,35163.0,0.0166,0.07837159448669283,0.01659968663447408,0.8458891192106097,0.0,0.11221754608807366,True,False,True,False,Full Workbook Only,10.4515,51.1657
post_row_1064,1064,Post_1074,Instagram,Instagram,UK,Europe,Organic | Organic | Event / Webinar | Live Stream,#EventRecap,2025-02-11 16:02:00,2025-02-11,Tuesday,2,2025-02,16,16:00-17:59,Medium,Organic,Organic,Event / Webinar,Live Stream,112218,758254,147482,38571,19542,0.1479961274443454,848267,0,106668,,,0.13229089425852944,,0.8938860052318433,0.0,0.14067581575567026,False,False,True,False,Full Workbook Only,-3.436,55.3781
post_row_1065,1065,Post_1075,YouTube,YouTube,USA,North America,Sponsored | Paid/Promoted | Educational | Video,#CustomerStory,2025-03-14 12:30:00,2025-03-14,Friday,5,2025-03,12,12:00-13:59,Medium,Sponsored,Paid/Promoted,Educational,Video,73946,430967,56769,28789,14135,0.171582687369866,517681,375872,0,,,0.1428408614571522,,0.8324953011603671,0.8721595853046753,0.0,False,True,False,False,Full Workbook Only,-95.7129,37.0902
post_row_1066,1066,Post_1076,TikTok,TikTok,USA,North America,Sponsored | Paid/Promoted | Educational | Video,#SuccessStory,2024-08-27 16:43:00,2024-08-27,Tuesday,2,2024-08,16,16:00-17:59,Medium,Sponsored,Paid/Promoted,Educational,Video,46798,298925,37179,23312,16160,0.1565575415952351,380459,257911,0,6429.0,0.0169,0.12300405562754463,0.0168980100352469,0.7856956991423517,0.8627950154721084,0.0,True,True,False,False,Full Workbook Only,-95.7129,37.0902
post_row_1067,1067,Post_1077,TikTok,TikTok,Brazil,Latin America,Organic | Organic | Product Promotion | Video,#ProductDemo,2025-02-02 14:46:00,2025-02-02,Sunday,7,2025-02,14,14:00-15:59,Medium,Organic,Organic,Product Promotion,Video,347381,3081458,374648,93771,64090,0.1127328479553668,3751121,3081458,0,57767.0,0.0154,0.09260724993941812,0.015399929780990803,0.8214765666050229,1.0,0.0,True,True,False,False,Full Workbook Only,-51.9253,-14.235
post_row_1068,1068,Post_1078,TikTok,TikTok,Germany,Europe,Organic | Organic | Educational | Video,#CustomerStory,2024-07-06 16:02:00,2024-07-06,Saturday,6,2024-07,16,16:00-17:59,High,Organic,Organic,Educational,Video,367273,1615719,271940,90319,32796,0.2273125609342642,1913879,1615719,0,47081.0,0.0246,0.191899801398103,0.02459977877389323,0.8442116769137443,1.0,0.0,True,True,False,False,Full Workbook Only,10.4515,51.1657
post_row_1069,1069,Post_1079,X.com,X (Twitter),Brazil,Latin America,Organic | Organic | Product Promotion | Video,#ProductDemo,2024-01-06 11:34:00,2024-01-06,Saturday,6,2024-01,11,10:00-11:59,Medium,Organic,Organic,Product Promotion,Video,216787,1659772,348274,69131,87180,0.1306126920310818,2021081,1659772,0,,,0.10726289545050396,,0.8212298270084177,1.0,0.0,False,True,False,False,Full Workbook Only,-51.9253,-14.235
post_row_1070,1070,Post_1080,Instagram,Instagram,USA,North America,Organic | Organic | Educational | Image,#SuccessStory,2024-06-23 10:15:00,2024-06-23,Sunday,7,2024-06,10,10:00-11:59,High,Organic,Organic,Educational,Image,103389,422622,55623,17680,19069,0.2446375229790229,535034,0,0,,,0.19323818673205814,,0.7898974644602025,0.0,0.0,False,False,False,True,Challenge Scope,-95.7129,37.0902
post_row_1071,1071,Post_1081,TikTok,TikTok,Brazil,Latin America,Organic | Organic | Entertainment | Video,#TrendingNow,2024-05-24 15:57:00,2024-05-24,Friday,5,2024-05,15,14:00-15:59,Low,Organic,Organic,Entertainment,Video,59487,841296,193541,53391,31904,0.07070898256535836,1007519,841296,0,15515.0,0.0154,0.059043055267444085,0.015399213315083884,0.8350175033919955,1.0,0.0,True,True,False,False,Full Workbook Only,-51.9253,-14.235
post_row_1072,1072,Post_1082,Instagram,Instagram,Brazil,Latin America,Organic | Organic | Educational | Live Stream,#SuccessStory,2024-03-09 12:31:00,2024-03-09,Saturday,6,2024-03,12,12:00-13:59,High,Organic,Organic,Educational,Live Stream,39649,196069,25614,12026,6734,0.202223554747694,254718,0,292073,,,0.15565841440337944,,0.7697492913732049,0.0,1.4896439518740852,False,False,True,False,Full Workbook Only,-51.9253,-14.235
post_row_1073,1073,Post_1083,Instagram,Instagram,Brazil,Latin America,Organic | Organic | Product Promotion | Video,#ProductDemo,2025-03-23 11:23:00,2025-03-23,Sunday,7,2025-03,11,10:00-11:59,Low,Organic,Organic,Product Promotion,Video,352092,4076669,968263,285533,155097,0.08636766381492805,5070315,4076669,0,,,0.0694418394123442,,0.8040267715122236,1.0,0.0,False,True,False,False,Full Workbook Only,-51.9253,-14.235
post_row_1074,1074,Post_1084,Instagram,Instagram,Canada,North America,Organic | Organic | Educational | Video,#CustomerStory,2025-03-01 09:43:00,2025-03-01,Saturday,6,2025-03,9,08:00-09:59,High,Organic,Organic,Educational,Video,378319,1554895,292219,84925,43059,0.243309008780248,1854658,1554895,0,,,0.20398316023762872,,0.8383728967820482,1.0,0.0,False,True,False,False,Full Workbook Only,-106.3468,56.1304
post_row_1075,1075,Post_1085,YouTube,YouTube,UK,Europe,Organic | Organic | Product Promotion | Video,#ProductDemo,2024-06-05 11:11:00,2024-06-05,Wednesday,3,2024-06,11,10:00-11:59,Medium,Organic,Organic,Product Promotion,Video,72407,556383,83630,43182,22990,0.1301391026555653,682297,482547,0,,,0.10612240710423759,,0.8154557326208381,0.8672928540232179,0.0,False,True,False,False,Full Workbook Only,-3.436,55.3781
post_row_1076,1076,Post_1086,Instagram,Instagram,Germany,Europe,Sponsored | Paid/Promoted | Educational | Image,#SuccessStory,2024-12-31 17:47:00,2024-12-31,Tuesday,2,2024-12,17,16:00-17:59,Medium,Sponsored,Paid/Promoted,Educational,Image,35819,232726,42226,8487,8153,0.1539127995778519,260613,0,0,,,0.13744134022477775,,0.8929945935160564,0.0,0.0,False,False,False,False,Full Workbook Only,10.4515,51.1657
post_row_1077,1077,Post_1087,TikTok,TikTok,Canada,North America,Sponsored | Paid/Promoted | Educational | Video,#SuccessStory,2024-06-10 15:58:00,2024-06-10,Monday,1,2024-06,15,14:00-15:59,Medium,Sponsored,Paid/Promoted,Educational,Video,26152,158955,34445,6520,4225,0.1645306378770723,187768,147658,0,3999.0,0.0213,0.1392782582761706,0.02129755868944655,0.8465499978697115,0.9289295712623069,0.0,True,True,False,True,Challenge Scope,-106.3468,56.1304
post_row_1078,1078,Post_1088,TikTok,TikTok,Brazil,Latin America,Sponsored | Paid/Promoted | Educational | Video,#SuccessStory,2024-09-02 10:07:00,2024-09-02,Monday,1,2024-09,10,10:00-11:59,High,Sponsored,Paid/Promoted,Educational,Video,95704,460711,110104,30186,16934,0.2077316240463352,554444,450973,0,7207.0,0.013,0.17261256321648355,0.01299860761411432,0.8309423494527851,0.9788631050702067,0.0,True,True,False,False,Full Workbook Only,-51.9253,-14.235
post_row_1079,1079,Post_1089,Instagram,Instagram,India,APAC,Sponsored | Paid/Promoted | Entertainment | Video,#TrendingNow,2024-11-08 16:20:00,2024-11-08,Friday,5,2024-11,16,16:00-17:59,Medium,Sponsored,Paid/Promoted,Entertainment,Video,63386,1073865,201748,38094,62964,0.05902642944010595,1218790,1073865,0,,,0.052007318734154366,,0.8810910821388426,1.0,0.0,False,True,False,False,Full Workbook Only,78.9629,20.5937
post_row_1080,1080,Post_1090,X.com,X (Twitter),Japan,APAC,Organic | Organic | Entertainment | Text,#FunContent,2024-01-27 12:37:00,2024-01-27,Saturday,6,2024-01,12,12:00-13:59,Low,Organic,Organic,Entertainment,Text,45151,691510,136368,29232,33678,0.06529460181216688,868096,0,0,,,0.05201152867885579,,0.7965824056325568,0.0,0.0,False,False,False,False,Full Workbook Only,138.2529,36.2048
post_row_1081,1081,Post_1091,YouTube,YouTube,USA,North America,Organic | Organic | Product Promotion | Video,#ProductDemo,2024-06-23 17:09:00,2024-06-23,Sunday,7,2024-06,17,16:00-17:59,Low,Organic,Organic,Product Promotion,Video,62726,706511,165231,23972,23482,0.08878360112654418,812245,634782,0,,,0.07722546768524276,,0.8698249912280162,0.8984743337329497,0.0,False,True,False,False,Full Workbook Only,-95.7129,37.0902
post_row_1082,1082,Post_1092,X.com,X (Twitter),Brazil,Latin America,Organic | Organic | Product Promotion | Text,#FeatureHighlight,2024-01-30 12:02:00,2024-01-30,Tuesday,2,2024-01,12,12:00-13:59,Low,Organic,Organic,Product Promotion,Text,66182,812780,201733,40207,40073,0.08142781086122869,1005364,0,0,,,0.06582889381358394,,0.8084435090176294,0.0,0.0,False,False,False,False,Full Workbook Only,-51.9253,-14.235
post_row_1083,1083,Post_1093,LinkedIn,LinkedIn,Canada,North America,Organic | Organic | Entertainment | Carousel,#FunContent,2024-11-28 12:34:00,2024-11-28,Thursday,4,2024-11,12,12:00-13:59,Medium,Organic,Organic,Entertainment,Carousel,27820,365131,51918,18459,10724,0.07619188663657209,403079,0,0,,,0.06901872833861353,,0.9058546835731953,0.0,0.0,False,False,False,False,Full Workbook Only,-106.3468,56.1304
post_row_1084,1084,Post_1094,Instagram,Instagram,Brazil,Latin America,Organic | Organic | Educational | Image,#SuccessStory,2024-03-16 14:07:00,2024-03-16,Saturday,6,2024-03,14,14:00-15:59,High,Organic,Organic,Educational,Image,37576,175611,40725,13746,5911,0.2139775289619587,205061,0,0,,,0.18324303499934166,,0.856384197872828,0.0,0.0,False,False,False,False,Full Workbook Only,-51.9253,-14.235
post_row_1085,1085,Post_1095,X.com,X (Twitter),Canada,North America,Organic | Organic | Entertainment | Video,#TrendingNow,2024-06-20 12:23:00,2024-06-20,Thursday,4,2024-06,12,12:00-13:59,Low,Organic,Organic,Entertainment,Video,110743,1779426,220559,123677,79454,0.06223551538289623,1973333,1779426,0,,,0.0561197729932049,,0.9017363009689697,1.0,0.0,False,True,False,True,Challenge Scope,-106.3468,56.1304
post_row_1086,1086,Post_1096,YouTube,YouTube,India,APAC,Sponsored | Paid/Promoted | Educational | Video,#CustomerStory,2024-06-25 18:58:00,2024-06-25,Tuesday,2,2024-06,18,18:00-19:59,Medium,Sponsored,Paid/Promoted,Educational,Video,91246,554167,107165,25184,19256,0.1646552566322375,694895,493505,0,,,0.1313090466905072,,0.7974830729822491,0.890534802685833,0.0,False,True,False,False,Full Workbook Only,78.9629,20.5937
post_row_1087,1087,Post_1097,X.com,X (Twitter),Japan,APAC,Organic | Organic | Educational | Text,#SuccessStory,2024-12-23 11:31:00,2024-12-23,Monday,1,2024-12,11,10:00-11:59,High,Organic,Organic,Educational,Text,47347,210156,50873,10575,10691,0.2252985954410116,251509,0,0,,,0.18825171266236992,,0.8355804364853743,0.0,0.0,False,False,False,False,Full Workbook Only,138.2529,36.2048
post_row_1088,1088,Post_1098,YouTube,YouTube,UK,Europe,Organic | Organic | Educational | Video,#CustomerStory,2025-01-20 17:17:00,2025-01-20,Monday,1,2025-01,17,16:00-17:59,Medium,Organic,Organic,Educational,Video,69508,374331,87829,28220,8795,0.1856883952141183,481875,348509,0,,,0.14424487678339817,,0.7768217898832684,0.9310182699268829,0.0,False,True,False,False,Full Workbook Only,-3.436,55.3781
post_row_1089,1089,Post_1099,YouTube,YouTube,Germany,Europe,Organic | Organic | Event / Webinar | Live Stream,#WebinarReplay,2024-05-29 09:05:00,2024-05-29,Wednesday,3,2024-05,9,08:00-09:59,Medium,Organic,Organic,Event / Webinar,Live Stream,47519,299007,38911,21007,16147,0.15892541157793,346199,0,1928390,,,0.13725920641018605,,0.8636853370460342,0.0,6.449313895661305,False,False,True,False,Full Workbook Only,10.4515,51.1657
post_row_1090,1090,Post_1100,TikTok,TikTok,Japan,APAC,Organic | Organic | Educational | Video,#CustomerStory,2024-06-02 11:58:00,2024-06-02,Sunday,7,2024-06,11,10:00-11:59,High,Organic,Organic,Educational,Video,522377,2410741,259104,90391,100053,0.2166876092185744,2929432,2410741,0,49214.0,0.0168,0.17832023409316208,0.016799843792243686,0.8229380303075818,1.0,0.0,True,True,False,True,Challenge Scope,138.2529,36.2048
post_row_1091,1091,Post_1101,TikTok,TikTok,Brazil,Latin America,Organic | Organic | Educational | Video,#SuccessStory,2025-02-09 12:55:00,2025-02-09,Sunday,7,2025-02,12,12:00-13:59,High,Organic,Organic,Educational,Video,78850,322282,64421,22924,6616,0.2446627837180893,389446,314967,0,7516.0,0.0193,0.20246709428264767,0.019299209646523523,0.8275396332225777,0.9773024866421333,0.0,True,True,False,False,Full Workbook Only,-51.9253,-14.235
post_row_1092,1092,Post_1102,TikTok,TikTok,USA,North America,Organic | Organic | Event / Webinar | Live Stream,#EventRecap,2024-03-21 16:07:00,2024-03-21,Thursday,4,2024-03,16,16:00-17:59,Medium,Organic,Organic,Event / Webinar,Live Stream,29111,261179,44122,14351,5978,0.1114636963881893,323048,0,175805,5233.0,0.0162,0.09011354349817984,0.016198831133453852,0.8084835690052252,0.0,0.6731207332901956,True,False,True,False,Full Workbook Only,-95.7129,37.0902
post_row_1093,1093,Post_1103,Instagram,Instagram,Australia,APAC,Organic | Organic | Educational | Image,#SuccessStory,2025-01-11 19:45:00,2025-01-11,Saturday,6,2025-01,19,18:00-19:59,High,Organic,Organic,Educational,Image,56055,241187,29523,15053,6486,0.2324163657060976,307387,0,0,,,0.1823596964087616,,0.7846363053740073,0.0,0.0,False,False,False,False,Full Workbook Only,133.7751,-25.2744
post_row_1094,1094,Post_1104,TikTok,TikTok,Germany,Europe,Organic | Organic | Product Promotion | Live Stream,#FeatureHighlight,2024-07-25 15:59:00,2024-07-25,Thursday,4,2024-07,15,14:00-15:59,Medium,Organic,Organic,Product Promotion,Live Stream,58400,408850,78485,15479,23915,0.1428412789145182,492121,0,68224,8070.0,0.0164,0.11867000188977914,0.01639840608305681,0.8307916142574692,0.0,0.16686804451510334,True,False,True,False,Full Workbook Only,10.4515,51.1657
post_row_1095,1095,Post_1105,YouTube,YouTube,USA,North America,Organic | Organic | Educational | Video,#CustomerStory,2025-01-14 09:19:00,2025-01-14,Tuesday,2,2025-01,9,08:00-09:59,Medium,Organic,Organic,Educational,Video,21399,113497,25032,8045,6714,0.1885485070623489,136238,109853,0,,,0.15707071448494547,,0.8330788766717069,0.9678934244958016,0.0,False,True,False,False,Full Workbook Only,-95.7129,37.0902
post_row_1096,1096,Post_1106,X.com,X (Twitter),Japan,APAC,Organic | Organic | Product Promotion | Video,#ProductDemo,2024-07-02 08:31:00,2024-07-02,Tuesday,2,2024-07,8,08:00-09:59,Medium,Organic,Organic,Product Promotion,Video,261627,2526121,425003,170952,63907,0.1035688388407454,3055048,2526121,0,,,0.08563760700322876,,0.8268678593593292,1.0,0.0,False,True,False,False,Full Workbook Only,138.2529,36.2048
post_row_1097,1097,Post_1107,YouTube,YouTube,Canada,North America,Organic | Organic | Educational | Live Stream,#CustomerStory,2024-10-05 18:11:00,2024-10-05,Saturday,6,2024-10,18,18:00-19:59,High,Organic,Organic,Educational,Live Stream,36947,163173,26547,11856,8851,0.2264335061999859,182728,0,636081,,,0.20219670767479533,,0.8929830130029334,0.0,3.8982000698644996,False,False,True,False,Full Workbook Only,-106.3468,56.1304
post_row_1098,1098,Post_1108,YouTube,YouTube,India,APAC,Organic | Organic | Product Promotion | Video,#ProductDemo,2024-04-18 09:32:00,2024-04-18,Thursday,4,2024-04,9,08:00-09:59,Medium,Organic,Organic,Product Promotion,Video,280285,2073359,289035,152885,52157,0.1351840526265966,2579257,2073359,0,,,0.1086688918552901,,0.8038590183141889,1.0,0.0,False,True,False,False,Full Workbook Only,78.9629,20.5937
post_row_1099,1099,Post_1109,LinkedIn,LinkedIn,Canada,North America,Sponsored | Paid/Promoted | Entertainment | Video,#FunContent,2024-04-13 10:04:00,2024-04-13,Saturday,6,2024-04,10,10:00-11:59,Low,Sponsored,Paid/Promoted,Entertainment,Video,46576,550138,84396,38204,16145,0.08466337000399254,675481,483347,0,,,0.06895234655008801,,0.8144388961347544,0.8785922804823517,0.0,False,True,False,False,Full Workbook Only,-106.3468,56.1304
post_row_1100,1100,Post_1110,YouTube,YouTube,Brazil,Latin America,Sponsored | Paid/Promoted | Educational | Video,#CustomerStory,2024-12-02 16:02:00,2024-12-02,Monday,1,2024-12,16,16:00-17:59,High,Sponsored,Paid/Promoted,Educational,Video,283903,1391019,188277,91366,76432,0.2040973055845965,1565397,1391019,0,,,0.18136166097162573,,0.8886046159536527,1.0,0.0,False,True,False,False,Full Workbook Only,-51.9253,-14.235
post_row_1101,1101,Post_1111,X.com,X (Twitter),USA,North America,Organic | Organic | Event / Webinar | Text,#EventRecap,2024-07-03 12:13:00,2024-07-03,Wednesday,3,2024-07,12,12:00-13:59,Medium,Organic,Organic,Event / Webinar,Text,41170,276117,32876,14186,7298,0.1491047699272678,342404,0,0,,,0.12023808133082557,,0.806407051319494,0.0,0.0,False,False,False,False,Full Workbook Only,-95.7129,37.0902
post_row_1102,1102,Post_1112,YouTube,YouTube,India,APAC,Sponsored | Paid/Promoted | Educational | Video,#CustomerStory,2024-12-19 16:58:00,2024-12-19,Thursday,4,2024-12,16,16:00-17:59,Medium,Sponsored,Paid/Promoted,Educational,Video,451913,2767400,320657,153056,145523,0.1632988076418429,3562287,2767400,0,,,0.12686035684379166,,0.776860483167134,1.0,0.0,False,True,False,False,Full Workbook Only,78.9629,20.5937
post_row_1103,1103,Post_1113,X.com,X (Twitter),UK,Europe,Organic | Organic | Product Promotion | Video,#ProductDemo,2024-07-01 17:56:00,2024-07-01,Monday,1,2024-07,17,16:00-17:59,Low,Organic,Organic,Product Promotion,Video,245680,2484190,448031,123487,133967,0.09889754203180703,2977541,2484190,0,,,0.08251103847100678,,0.8343092504855517,1.0,0.0,False,True,False,False,Full Workbook Only,-3.436,55.3781
post_row_1104,1104,Post_1114,YouTube,YouTube,India,APAC,Organic | Organic | Educational | Live Stream,#CustomerStory,2024-02-03 10:15:00,2024-02-03,Saturday,6,2024-02,10,10:00-11:59,High,Organic,Organic,Educational,Live Stream,53455,251938,43027,13734,13572,0.2121773608494922,319051,0,1105279,,,0.16754374692447288,,0.7896480499982761,0.0,4.387107145408791,False,False,True,False,Full Workbook Only,78.9629,20.5937
post_row_1105,1105,Post_1115,TikTok,TikTok,India,APAC,Organic | Organic | Event / Webinar | Live Stream,#EventRecap,2024-11-08 11:09:00,2024-11-08,Friday,5,2024-11,11,10:00-11:59,Medium,Organic,Organic,Event / Webinar,Live Stream,35158,239867,44595,10054,12415,0.1465732568267332,287191,0,133511,6461.0,0.0225,0.12242027083021403,0.02249722310239527,0.8352176774341814,0.0,0.5566042848745346,True,False,True,False,Full Workbook Only,78.9629,20.5937
post_row_1106,1106,Post_1116,YouTube,YouTube,Japan,APAC,Organic | Organic | Event / Webinar | Live Stream,#WebinarReplay,2025-01-03 16:45:00,2025-01-03,Friday,5,2025-01,16,16:00-17:59,Medium,Organic,Organic,Event / Webinar,Live Stream,6514,40746,4727,1708,2362,0.1598902118562719,47306,0,753288,,,0.13769923476937387,,0.8613283727222762,0.0,18.48740980709763,False,False,True,False,Full Workbook Only,138.2529,36.2048
post_row_1107,1107,Post_1117,Instagram,Instagram,USA,North America,Sponsored | Paid/Promoted | Product Promotion | Video,#ProductDemo,2024-05-16 12:28:00,2024-05-16,Thursday,4,2024-05,12,12:00-13:59,Medium,Sponsored,Paid/Promoted,Product Promotion,Video,58231,581072,61171,26820,24268,0.1002146079707937,703296,581072,0,,,0.08279728592228593,,0.8262125762125763,1.0,0.0,False,True,False,False,Full Workbook Only,-95.7129,37.0902
post_row_1108,1108,Post_1118,X.com,X (Twitter),Japan,APAC,Organic | Organic | Entertainment | Video,#TrendingNow,2025-01-24 12:19:00,2025-01-24,Friday,5,2025-01,12,12:00-13:59,Low,Organic,Organic,Entertainment,Video,93378,1710736,262570,89582,100284,0.0545839968939224,2010918,1710736,0,,,0.046435508558777636,,0.8507238982395106,1.0,0.0,False,True,False,False,Full Workbook Only,138.2529,36.2048
post_row_1109,1109,Post_1119,YouTube,YouTube,Australia,APAC,Organic | Organic | Educational | Live Stream,#CustomerStory,2025-01-16 19:47:00,2025-01-16,Thursday,4,2025-01,19,18:00-19:59,Medium,Organic,Organic,Educational,Live Stream,31289,163951,27652,11144,4629,0.1908441461065912,203604,0,531724,,,0.15367576275515216,,0.805244494214259,0.0,3.243188513641271,False,False,True,False,Full Workbook Only,133.7751,-25.2744
post_row_1110,1110,Post_1120,X.com,X (Twitter),Canada,North America,Organic | Organic | Entertainment | Video,#TrendingNow,2024-01-19 12:34:00,2024-01-19,Friday,5,2024-01,12,12:00-13:59,Low,Organic,Organic,Entertainment,Video,91396,1391768,226635,95744,46692,0.06566954584189774,1687863,1391768,0,,,0.05414894455296431,,0.8245740323711107,1.0,0.0,False,True,False,False,Full Workbook Only,-106.3468,56.1304
post_row_1111,1111,Post_1121,Instagram,Instagram,Germany,Europe,Organic | Organic | Educational | Image,#SuccessStory,2024-11-27 14:46:00,2024-11-27,Wednesday,3,2024-11,14,14:00-15:59,High,Organic,Organic,Educational,Image,65646,315945,34072,22946,8823,0.2077778809405323,402791,0,0,,,0.16297782224528354,,0.7843894228023963,0.0,0.0,False,False,False,False,Full Workbook Only,10.4515,51.1657
post_row_1112,1112,Post_1122,X.com,X (Twitter),Canada,North America,Organic | Organic | Entertainment | Video,#TrendingNow,2025-03-30 12:45:00,2025-03-30,Sunday,7,2025-03,12,12:00-13:59,Low,Organic,Organic,Entertainment,Video,118639,1397038,213578,92391,45779,0.0849224475766785,1789860,1397038,0,,,0.06628395516967807,,0.7805292034013833,1.0,0.0,False,True,False,False,Full Workbook Only,-106.3468,56.1304
post_row_1113,1113,Post_1123,YouTube,YouTube,India,APAC,Organic | Organic | Product Promotion | Video,#ProductDemo,2024-10-11 16:07:00,2024-10-11,Friday,5,2024-10,16,16:00-17:59,Medium,Organic,Organic,Product Promotion,Video,217992,1881270,327255,64145,52373,0.1158753614142572,2424492,1881270,0,,,0.08991244351394025,,0.7759439915660683,1.0,0.0,False,True,False,False,Full Workbook Only,78.9629,20.5937
post_row_1114,1114,Post_1124,YouTube,YouTube,Brazil,Latin America,Organic | Organic | Educational | Video,#CustomerStory,2024-07-13 18:57:00,2024-07-13,Saturday,6,2024-07,18,18:00-19:59,High,Organic,Organic,Educational,Video,50530,231614,57086,11305,13186,0.2181650325033071,280013,220590,0,,,0.1804559074042991,,0.8271544535432284,0.9524035680053883,0.0,False,True,False,False,Full Workbook Only,-51.9253,-14.235
